"ID_Number";"Staff_Group";"Role";"Last_access";"Course_Title";"Enrolment_Date";"Completed";"Completion_Date"
72206;"Nursing and Midwifery Registered";"Staff Nurse";"2026-02-20";"Anaphylaxis v4.0";"2025-06-06";"Yes";"2025-06-06"
664;"Nursing and Midwifery Registered";"Specialist Nurse Practitioner";"2026-03-16";"Anaphylaxis v4.0";"2026-03-16";"Yes";"2026-03-16"
95803;"Additional Clinical Services";"Health Care Support Worker";"2026-04-02";"Anaphylaxis v4.0";"2026-01-22";"Yes";"2026-01-24"
666;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-12";"Anaphylaxis v4.0";"2025-12-24";"Yes";"2026-01-15"
667;"Nursing and Midwifery Registered";"Staff Nurse";"2026-04-04";"Anaphylaxis v4.0";"2025-09-08";"Yes";"2025-09-25"
34230;"Add Prof Scientific and Technic";"Technician";"2026-02-01";"Anaphylaxis v4.0";"2025-06-11";"Yes";"2025-06-12"
83773;"Additional Clinical Services";"Healthcare Assistant";"2025-11-25";"Anaphylaxis v4.0";"2025-09-24";"Yes";"2025-09-29"
80713;"Add Prof Scientific and Technic";"Technician";"2026-04-02";"Anaphylaxis v4.0";"2026-01-11";"Yes";"2026-01-11"
78728;"Additional Clinical Services";"Health Care Support Worker";"2026-03-16";"Anaphylaxis v4.0";"2026-01-13";"Yes";"2026-01-13"
34235;"Medical and Dental";"Consultant";"2025-12-05";"Anaphylaxis v4.0";"2025-11-27";"Yes";"2025-11-27"
34257;"Nursing and Midwifery Registered";"Staff Nurse";"2026-03-20";"Anaphylaxis v4.0";"2025-03-06";"Yes";"2025-07-31"
92005;"Additional Clinical Services";"Healthcare Assistant";"2026-04-15";"Anaphylaxis v4.0";"2026-02-18";"Yes";"2026-02-18"
60057;"Allied Health Professionals";"Operating Department Practitioner";"2025-11-13";"Anaphylaxis v4.0";"2025-06-11";"Yes";"2025-10-16"
